"","ResidntCntry","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","Occupation","DurationYear","DurationMon","CommSize","MaritlStatus","NoOfSons","NoOfDghtrs","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcast","OtherProcast","DPMean","AIPMean","GPMean","SWLSMean","HDI","category"
"631","Italy",28,"Male","Yes Kids","high","unemployed",55000,"0",10,0,"Medium-Sized","Single","4",3,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,"yes","yes",1,2.86666666666667,3,1,0.887,"Medium-high human development index"
"632","Italy",28,"Female","No Kids","ltuni","full-time",15000," teacher",14,0,"Large Town","Married","0",0,5,4,5,5,5,5,5,4,5,5,5,5,1,2,5,5,5,4,1,4,3,1,5,1,2,5,5,5,1,1,1,5,1,1,1,4,4,2,5,5,1,1,1,1,2,"yes","yes",4.8,4.06666666666667,2.9,1.2,0.887,"Medium-high human development index"
"633","Italy",67.5,"Female","Yes Kids","ma","retired",87500,"President Nongovernmental organization",4,6,"Large Town","Married","0",1,3,3,2,2,3,1,1,3,1,3,3,3,3,2,3,2,1,2,1,2,3,2,2,1,2,3,3,3,3,2,1,3,2,2,3,2,1,3,2,3,4,4,4,4,4,"yes","yes",2.6,2.06666666666667,2.3,4,0.887,"Medium-high human development index"
"634","Italy",21,"Female","No Kids","ltuni","student",NA,"0",0,0,"Small Town","Single","0",0,3,4,4,3,3,1,1,2,3,2,1,5,3,2,4,4,2,4,1,3,4,3,2,4,2,3,3,4,3,1,3,4,2,2,5,5,4,4,5,4,3,3,3,1,2,"yes","yes",3.4,2.53333333333333,3.35,2.4,0.887,"Medium-high human development index"
"635","Italy",28,"Female","No Kids","ma","student",15000,"please specify",3,0,"Large-City","Single","0",0,3,5,3,3,2,4,2,3,3,3,3,5,1,3,3,3,5,5,1,5,5,2,4,3,3,1,5,3,5,5,3,3,3,3,3,5,5,4,5,4,5,2,2,3,3,"yes","yes",3.2,3.26666666666667,3.7,3,0.887,"Medium-high human development index"
"636","Italy",55,"Male","Yes Kids","ma","full-time",150000,"college professor",23,0,"Large-City","Married","1",1,4,4,4,4,4,2,3,3,3,3,2,4,4,4,4,5,3,4,2,4,4,3,4,3,2,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,4,4,4,"yes","yes",4,3.33333333333333,3.6,3.6,0.887,"Medium-high human development index"
"637","Italy",16.5,"Male","No Kids","lthigh","student",NA,"",0,0,"Large-City","Single","0",0,3,3,3,1,2,1,2,3,2,2,1,2,2,2,2,1,1,1,4,1,2,2,1,2,1,1,2,2,3,1,2,3,1,3,3,4,4,3,3,3,2,3,3,3,3,"yes","no",2.4,1.8,2.3,2.8,0.887,"Medium-high human development index"
"638","Italy",22,"Female","No Kids","ltuni","student",NA,"0",0,0,"Large-City","Single","0",0,2,4,4,4,4,3,4,4,4,4,4,5,4,3,3,4,3,3,2,3,4,4,4,5,4,4,4,4,5,3,2,3,2,2,4,4,4,4,5,4,2,3,3,2,1,"yes","yes",3.6,3.53333333333333,3.75,2.2,0.887,"Medium-high human development index"
"639","Italy",55,"Female","No Kids","ltuni","part-time",10000,"Dance teacher",14,0,"Small City","Married","0",0,5,5,5,3,3,2,3,5,4,4,5,3,4,4,4,2,4,3,5,2,5,1,4,5,5,1,5,5,5,1,5,5,2,3,4,5,4,4,5,5,2,3,1,2,1,"yes","yes",4.2,3.6,3.95,1.8,0.887,"Medium-high human development index"
"640","Italy",45,"Female","Yes Kids","ma","full-time",25000,"coordinatore operativo",10,0,"Medium-Sized","Married","1",1,1,1,1,1,1,4,5,4,4,3,5,3,4,3,3,3,4,3,5,3,4,2,4,5,4,1,1,1,3,4,1,2,2,2,4,3,3,3,2,1,5,5,5,5,4,"no","yes",1,3.73333333333333,2.6,4.8,0.887,"Medium-high human development index"
"641","Italy",45,"Female","No Kids","ltuni","part-time",10000," teacher",13,0,"Large-City","Married","0",0,5,5,5,3,3,2,2,5,3,3,4,4,4,4,4,2,3,2,5,2,5,1,3,5,5,2,5,5,5,3,1,5,3,3,4,5,4,5,5,5,2,3,1,3,1,"yes","yes",4.2,3.26666666666667,3.95,2,0.887,"Medium-high human development index"
"642","Italy",25,"Male","No Kids","deg","student",NA,"please specify",2,0,"Small City","Single","0",0,4,5,5,5,5,2,1,5,4,4,5,3,5,5,3,4,2,4,1,3,4,5,3,5,4,3,4,5,4,4,2,4,2,3,5,5,5,4,4,5,3,3,4,4,3,"yes","no",4.8,3.4,4,3.4,0.887,"Medium-high human development index"
"643","Italy",37.5,"Female","No Kids","deg","student",15000,"please specify",5,0,"Medium-Sized","Single","0",0,3,3,3,2,1,2,3,2,3,3,4,3,3,2,4,1,2,2,3,3,3,3,3,4,3,3,3,2,2,2,4,2,2,1,4,3,3,3,1,2,2,3,3,2,1,"no","yes",2.4,2.66666666666667,2.65,2.2,0.887,"Medium-high human development index"
"644","Italy",45,"Female","No Kids","ma","part-time",67500,"interpreter",14,0,"Large-City","Divorced","0",0,5,4,3,1,3,1,1,1,1,1,1,1,1,5,1,3,1,3,1,1,4,1,1,1,1,4,3,1,5,1,1,2,1,1,3,2,1,4,5,3,5,5,4,5,5,"no","no",3.2,1.53333333333333,2.25,4.8,0.887,"Medium-high human development index"
"645","Italy",28,"Female","No Kids","high","student",10000,"please specify",28,0,"Small City","Single","0",0,4,2,4,5,3,1,1,4,3,3,1,5,3,1,3,1,1,2,1,2,4,1,1,3,1,3,2,4,1,1,2,5,1,1,3,4,3,3,5,4,4,4,3,3,4,"no","yes",3.6,2.13333333333333,2.6,3.6,0.887,"Medium-high human development index"
"646","Italy",28,"Female","Yes Kids","ltuni","student",NA,"0",0,0,"Small City","Separated","0",1,5,5,3,2,3,4,4,4,2,5,5,5,5,5,5,3,4,4,3,5,5,4,2,5,2,5,4,3,4,2,2,5,4,4,5,3,4,5,5,4,5,1,1,1,1,"yes","yes",3.6,4.2,3.85,1.8,0.887,"Medium-high human development index"
"647","Italy",37.5,"Male","Yes Kids","deg","full-time",55000,"self-employed translator",0,0,"Large-City","Married","1",0,4,2,5,3,3,2,5,4,1,3,2,5,5,3,3,4,5,3,4,2,4,1,3,4,2,3,3,5,5,4,1,4,1,2,3,4,4,4,3,4,2,3,3,2,4,"yes","yes",3.4,3.4,3.2,2.8,0.887,"Medium-high human development index"
"648","Italy",37.5,"Male","Yes Kids","deg","full-time",NA,"",10,0,"Rural/Country","Married","1",1,4,5,5,4,4,3,5,5,5,5,5,5,4,4,5,4,5,2,5,5,5,4,3,2,3,3,3,4,4,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,3,"yes","yes",4.4,4.46666666666667,4,3.8,0.887,"Medium-high human development index"
"649","Italy",19,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Single","0",0,4,5,1,2,2,2,4,5,4,4,2,4,5,5,5,2,5,3,5,2,5,3,3,3,3,1,5,3,5,5,2,5,3,2,5,4,4,5,3,5,3,3,3,2,3,"yes","yes",2.8,3.8,3.7,2.8,0.887,"Medium-high human development index"
"650","Italy",80,"Female","Yes Kids","deg","retired",15000,"",1,0,"Rural/Country","Widowed","4",1,3,2,1,1,1,1,1,4,1,1,1,1,3,1,1,1,2,3,1,1,2,1,3,1,4,1,1,1,2,1,2,2,1,1,3,1,1,1,1,2,5,5,5,5,4,"no","no",1.6,1.53333333333333,1.6,4.8,0.887,"Medium-high human development index"
"651","Italy",16.5,"Female","No Kids","lthigh","student",NA,"",0,0,"Large Town","Single","0",0,4,4,5,5,5,2,5,5,5,5,5,5,5,1,5,2,5,5,1,1,5,4,5,5,5,3,4,5,5,5,2,5,1,4,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,3.8,4.4,1,0.887,"Medium-high human development index"
"652","Italy",55,"Male","Yes Kids","phd","full-time",150000,"",1,0,"Small Town","Separated","0",0,3,3,1,2,2,1,1,5,3,3,4,1,3,1,3,1,2,1,2,4,4,2,2,4,1,1,4,2,4,2,2,5,1,1,3,5,2,4,3,4,3,5,4,4,2,"yes","no",2.2,2.33333333333333,2.8,3.6,0.887,"Medium-high human development index"
"653","Jamaica",67.5,"Female","Yes Kids","dip","full-time",25000,"manager",14,0,"Small Town","Married","1",2,4,4,4,3,3,2,1,3,3,3,5,4,3,2,3,5,2,3,2,3,4,2,2,5,5,2,3,3,4,1,3,4,3,3,4,5,5,4,4,3,4,4,5,5,4,"yes","no",3.6,2.93333333333333,3.45,4.4,0.73,"Medium-high human development index"
"654","Japan",28,"Male","No Kids","phd","full-time",55000,"0",1,0,"Large-City","Married","0",0,4,4,5,2,2,2,2,2,2,2,1,2,3,2,2,4,2,4,2,5,3,3,5,3,3,4,3,4,3,2,4,3,4,4,3,5,4,3,3,2,4,4,4,4,2,"no","no",3.4,2.46666666666667,3.4,3.6,0.903,"High human development index"
"655","Japan",28,"Male","No Kids","ma","full-time",45000,"Software Developer",3,0,"Large-City","Single","0",0,3,3,5,3,3,2,3,4,4,4,3,4,4,4,4,2,4,2,2,3,3,2,2,4,3,1,3,3,3,3,3,3,2,2,3,3,2,3,3,3,4,3,4,4,3,"yes","yes",3.4,3.26666666666667,2.7,3.6,0.903,"High human development index"
"656","Japan",28,"Female","No Kids","ltuni","full-time",25000,"Translator",1,1,"Large-City","Single","0",0,5,5,5,5,5,1,2,5,4,2,2,5,5,3,5,2,3,2,4,4,4,3,3,5,5,2,4,4,5,4,5,5,1,3,4,4,4,3,5,3,3,4,3,4,3,"yes","yes",5,3.26666666666667,3.8,3.4,0.903,"High human development index"
"657","Japan",22,"Male","No Kids","ltuni","student",35000,"please specify",0,0,"Large-City","Single","0",0,1,1,5,1,1,1,2,1,5,3,4,5,2,3,1,1,1,2,2,4,4,1,1,1,1,1,5,1,1,1,5,1,1,1,1,5,4,1,4,1,3,2,2,3,1,"yes","no",1.8,2.46666666666667,2.05,2.2,0.903,"High human development index"
"658","Japan",32.5,"Male","Yes Kids","phd","student",10000,"",4,0,"Village","Married","0",2,5,5,5,5,5,5,3,3,3,5,5,4,5,5,5,3,2,3,4,5,5,5,1,5,5,4,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,2,1,1,"yes","yes",5,4,4.15,1.2,0.903,"High human development index"
"659","Japan",45,"Male","Yes Kids","ma","full-time",250000,"",1,0,"Village","Divorced","1",1,3,3,2,3,3,1,1,3,3,3,1,4,3,3,3,4,2,2,2,4,4,4,3,2,4,3,4,3,4,4,3,3,2,2,4,4,3,4,3,4,2,2,2,3,2,"yes","yes",2.8,2.6,3.35,2.2,0.903,"High human development index"
"660","Japan",32.5,"Male","No Kids","ma","student",15000,"",1,10,"Village","Single","0",0,4,3,4,2,2,1,3,3,4,4,5,4,4,4,4,2,3,4,3,1,3,1,2,4,2,1,3,3,4,2,3,5,2,2,5,2,3,5,5,5,4,3,3,4,3,"yes","yes",3,3.26666666666667,3.1,3.4,0.903,"High human development index"
"661","Japan",25,"Male","No Kids","deg","student",25000,"",2,0,"Village","Single","0",0,3,2,1,1,1,5,3,5,4,4,4,5,4,2,4,5,5,4,3,4,4,2,4,4,2,2,3,4,4,4,4,4,4,2,4,4,4,4,4,4,2,3,2,4,3,"yes","yes",1.6,4.06666666666667,3.55,2.8,0.903,"High human development index"
"662","Japan",32.5,"Male","No Kids","deg","unemployed",15000,"",10,0,"Village","Single","0",0,4,4,3,3,3,3,4,4,4,5,5,4,5,4,4,4,5,3,3,3,3,2,3,4,5,3,5,3,4,3,3,4,4,3,4,5,3,4,5,4,2,2,2,3,4,"yes","yes",3.4,4,3.7,2.6,0.903,"High human development index"
"663","Japan",28,"Female","No Kids","deg","full-time",35000," teacher",0,6,"Medium-Sized","Married","0",0,3,2,4,2,2,2,2,2,4,2,1,5,3,2,4,3,2,3,1,3,3,3,3,3,3,2,4,3,5,4,3,5,2,2,4,4,3,3,4,3,4,4,5,5,3,"yes","yes",2.6,2.6,3.3,4.2,0.903,"High human development index"
"664","Japan",55,"Female","No Kids","ma","full-time",150000,"0",17,0,"Large-City","Married","0",0,4,4,4,3,2,1,1,3,4,3,2,2,2,2,4,4,3,2,3,2,4,2,3,3,3,3,4,4,4,2,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,"yes","4",3.4,2.53333333333333,3.35,3,0.903,"High human development index"
"665","Japan",37.5,"Female","No Kids","ma","full-time",35000," teacher",4,0,"Medium-Sized","Single","0",0,4,4,4,2,2,1,1,2,2,3,3,1,3,1,3,2,1,3,1,3,5,1,1,4,4,4,5,3,2,1,3,4,2,2,3,3,3,4,5,5,2,2,2,2,1,"yes","yes",3.2,2,3.2,1.8,0.903,"High human development index"
"666","Japan",28,"Female","No Kids","phd","full-time",55000,"Astrohysicist",0,10,"Large-City","Married","0",0,4,4,4,4,4,3,3,3,4,3,4,4,5,3,5,3,3,3,3,5,5,3,4,4,4,3,3,4,5,4,4,5,3,3,4,4,4,4,4,4,3,4,3,3,2,"yes","yes",4,3.6,3.9,3,0.903,"High human development index"
"667","Kazakhstan",80,"Male","Yes Kids","ltuni","retired",250000,"retired",14,7,"Medium-Sized","Married","0",7,5,1,5,4,4,1,1,1,1,2,3,1,2,2,1,1,1,2,3,3,5,3,2,1,4,1,5,4,3,1,5,2,2,4,2,4,3,4,4,3,3,4,3,5,2,"yes","yes",3.8,1.66666666666667,3.1,3.4,0.794,"Medium-high human development index"
"668","Kenya",23,"Female","No Kids","deg","full-time",35000,"",0,3,"Village","Single","0",0,5,5,5,1,1,1,5,5,5,4,2,4,4,5,4,1,4,1,5,5,4,2,4,5,3,3,3,5,4,4,2,4,2,2,4,5,1,4,4,4,3,3,3,2,3,"yes","yes",3.4,3.66666666666667,3.45,2.8,0.555,"Medium human development index"
"669","Lebanon",16.5,"Male","No Kids","ltuni","part-time",10000,"please specify",17,0,"Medium-Sized","Single","0",0,3,5,4,4,4,1,1,3,2,4,5,5,5,4,5,1,3,4,3,5,3,5,2,2,5,4,4,1,2,1,4,5,1,4,4,4,5,2,5,2,2,1,2,1,1,"yes","yes",4,3.4,3.25,1.4,0.763,"Medium-high human development index"
"670","Lithuania",25,"Male","No Kids","deg","full-time",15000,"",0,0,"Small Town","Single","0",0,5,5,5,4,4,1,1,4,1,2,5,5,4,4,5,4,3,1,1,5,4,3,4,4,1,4,3,5,2,1,2,4,3,2,4,5,5,4,5,4,5,5,4,5,5,"yes","yes",4.6,3.06666666666667,3.45,4.8,0.848,"Medium-high human development index"
"671","Luxembourg",45,"Female","No Kids","deg","full-time",NA,"Civil servant",17,0,"Small City","Separated","0",0,2,2,5,2,2,1,1,2,2,1,2,2,4,1,4,1,2,1,2,2,4,1,1,2,1,1,4,2,3,2,4,3,1,2,3,1,2,3,3,3,2,4,3,3,4,"yes","yes",2.6,1.86666666666667,2.3,3.2,0.898,"Medium-high human development index"
"672","Macedonia",55,"Female","No Kids","phd","full-time",10000,"",5,0,"Small Town","Married","0",0,4,4,4,2,2,3,2,5,2,4,4,3,4,3,4,3,2,3,2,3,4,3,2,2,3,2,3,3,4,4,3,4,3,4,4,4,4,5,5,4,3,3,2,3,2,"yes","no",3.2,3.13333333333333,3.5,2.6,0.748,"Medium-high human development index"
"673","Malaysia",45,"Female","No Kids","deg","part-time",25000,"Financial Advisor",0,6,"Large Town","Divorced","0",0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,4.33333333333333,5,1,0.789,"Medium-high human development index"
"674","Malaysia",20,"Female","No Kids","deg","student",10000,"please specify",0,0,"Medium-Sized","Single","0",0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,"yes","yes",3.6,3.46666666666667,3.85,2.2,0.789,"Medium-high human development index"
"675","Malaysia",16.5,"Male","No Kids","high","student",10000,"0",0,0,"Large-City","Single","0",0,5,5,5,4,4,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3,5,3,3,1,"yes","yes",4.6,3.26666666666667,3.55,3,0.789,"Medium-high human development index"
"676","Malaysia",20,"Male","No Kids","deg","student",NA,"",2,0,"Village","Single","0",0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,"yes","no",2.2,2.86666666666667,2.25,3.6,0.789,"Medium-high human development index"
"677","Malaysia",32.5,"Male","Yes Kids","phd","full-time",45000,"",3,0,"Village","Married","1",0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,"no","no",2.4,2.46666666666667,3.65,3.4,0.789,"Medium-high human development index"
"678","Malta",32.5,"Female","No Kids","ma","full-time",67500,"",2,0,"Rural/Country","Single","0",0,3,3,2,2,2,3,3,4,4,4,4,2,3,2,4,4,3,3,3,2,4,1,1,4,4,1,2,2,2,3,3,3,3,1,3,3,4,3,3,3,1,3,3,2,1,"yes","no",2.4,3.2,2.65,2,0.856,"Medium-high human development index"
"679","Malta",45,"Female","Yes Kids","high","part-time",10000,"Software Sales",30,0,"Small Town","Married","0",1,4,1,1,1,1,1,3,2,4,2,1,5,1,1,2,1,5,1,4,4,2,1,1,1,4,2,1,1,3,3,5,5,1,1,1,2,4,1,1,3,4,3,3,4,1,"yes","yes",1.6,2.46666666666667,2.15,3,0.856,"Medium-high human development index"
"680","Mexico",45,"Female","No Kids","ma","full-time",35000,"journalist (freelance)",5,8,"Large-City","Single","0",0,4,3,2,2,2,1,3,2,5,5,5,5,4,5,5,5,5,1,5,5,5,1,2,5,3,3,3,3,5,3,5,5,1,1,4,3,3,5,5,5,4,4,4,3,3,"yes","yes",2.6,4.06666666666667,3.5,3.6,0.762,"Medium-high human development index"
"681","Mexico",28,"Male","No Kids","deg","part-time",25000,"ESL Teacher/Biologist",0,6,"Large-City","Single","0",0,4,4,4,3,3,1,4,4,5,2,1,4,4,3,5,1,4,2,5,2,4,2,4,2,2,2,5,4,5,5,5,4,1,5,4,5,4,5,4,5,2,2,3,4,3,"yes","yes",3.6,3.13333333333333,3.85,2.8,0.762,"Medium-high human development index"
"682","Mexico",32.5,"Female","No Kids","ma","full-time",35000,"Sales executive",5,2,"Large-City","Single","0",0,2,1,1,1,1,2,2,5,4,3,1,3,4,1,3,5,4,2,3,2,2,2,2,5,1,2,2,2,3,2,4,3,2,2,3,2,3,3,3,2,4,4,4,3,4,"yes","yes",1.2,2.93333333333333,2.5,3.8,0.762,"Medium-high human development index"
"683","Mexico",80,"Female","No Kids","high","retired",15000,"0",0,0,"Large Town","Divorced","0",0,5,5,5,5,5,3,4,4,5,5,5,3,5,3,5,4,3,5,4,5,5,2,3,5,5,3,5,5,5,5,5,4,3,4,5,4,3,5,5,4,3,3,3,3,2,"yes","yes",5,4.2,4.25,2.8,0.762,"Medium-high human development index"
"684","Mexico",67.5,"Female","Yes Kids","deg","retired",35000,"retired",9,0,"Medium-Sized","Widowed","0",1,3,3,2,2,1,1,2,5,4,4,4,2,3,3,4,4,4,5,3,4,4,2,4,3,3,2,3,4,3,2,3,4,2,2,4,5,4,4,2,4,3,4,4,4,2,"yes","yes",2.2,3.46666666666667,3.2,3.4,0.762,"Medium-high human development index"
"685","Mexico",25,"Female","No Kids","dip","part-time",10000,"",0,6,"Village","Single","0",0,4,3,2,2,2,1,1,3,3,1,1,3,3,3,2,4,1,2,1,2,2,1,1,1,3,3,3,3,3,1,2,3,2,2,2,2,2,3,4,3,4,4,4,4,4,"no","no",2.6,2.06666666666667,2.3,4,0.762,"Medium-high human development index"
"686","Mexico",67.5,"Female","Yes Kids","ma","part-time",35000,"",5,0,"Medium-Sized","Married","1",1,2,3,3,2,2,2,2,4,4,2,2,2,3,2,2,4,3,3,3,3,2,2,3,2,4,2,2,3,3,2,3,3,2,2,3,2,2,3,2,4,4,4,4,4,3,"no","no",2.4,2.73333333333333,2.55,3.8,0.762,"Medium-high human development index"
"687","Mexico",45,"Male","Yes Kids","deg","full-time",150000,"",5,0,"Village","Married","1",2,4,4,4,3,3,1,1,2,3,4,4,3,3,2,3,2,2,2,5,4,5,3,3,3,2,2,4,4,4,3,3,4,2,4,4,5,5,4,5,3,4,4,2,3,3,"yes","no",3.6,2.73333333333333,3.6,3.2,0.762,"Medium-high human development index"
"688","Mexico",32.5,"Female","Yes Kids","ma","full-time",45000,"",1,9,"Village","Married","0",1,4,3,2,2,3,2,1,4,3,2,3,3,4,3,3,4,2,3,2,3,3,3,4,3,3,3,3,4,3,2,3,3,2,3,3,4,3,3,3,3,3,4,3,4,3,"yes","yes",2.8,2.8,3.05,3.4,0.762,"Medium-high human development index"
"689","Mexico",28,"Male","Yes Kids","deg","full-time",35000,"",8,0,"Large Town","Married","0",1,4,4,4,4,4,2,3,3,4,5,5,3,3,4,5,4,5,5,3,4,4,1,2,2,1,2,3,4,5,2,2,4,2,4,4,5,5,3,5,4,4,2,4,4,5,"yes","yes",4,3.86666666666667,3.2,3.8,0.762,"Medium-high human development index"
"690","Mexico",45,"Female","Yes Kids","deg","full-time",25000,"",10,0,"Village","Married","1",0,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,3,2,1,1,3,3,2,3,1,3,1,3,3,3,1,3,3,1,2,2,2,4,4,4,4,4,"yes","no",1.2,1.46666666666667,2.15,4,0.762,"Medium-high human development index"
"691","Mexico",45,"Male","Yes Kids","ma","full-time",45000,"",2,7,"Village","Married","3",0,4,4,4,2,2,1,1,1,2,2,5,3,2,1,1,4,1,1,1,1,3,1,3,1,2,2,1,2,2,1,5,2,1,5,3,4,1,2,2,5,2,2,3,4,4,"yes","no",3.2,1.8,2.4,3,0.762,"Medium-high human development index"
"692","Morocco",67.5,"Female","No Kids","ma","part-time",NA,"",8,0,"Large Town","Divorced","0",0,3,4,3,2,2,3,1,1,2,3,3,1,4,5,5,3,2,3,1,4,4,1,1,1,1,2,3,2,4,1,4,2,3,2,4,3,1,4,4,2,3,4,3,3,2,"yes","yes",2.8,2.73333333333333,2.45,3,0.647,"Medium human development index"
"693","Myanmar",45,"Male","No Kids","ma","full-time",67500,"Gender/Public Health Consultant",3,0,"Large-City","Married","0",0,3,1,1,1,1,2,2,5,4,3,5,5,5,4,5,5,2,3,1,2,5,3,5,1,4,2,5,3,5,1,4,5,4,5,5,5,2,5,3,5,5,5,3,3,1,"yes","yes",1.4,3.53333333333333,3.85,3.4,0.556,"Medium human development index"
"694","Netherlands",45,"Male","Yes Kids","deg","full-time",45000,"",1,0,"Large Town","Married","3",1,5,4,3,4,4,3,3,2,4,4,5,4,4,4,4,4,3,3,3,4,5,4,3,2,3,3,4,3,5,4,4,5,3,3,5,5,4,5,1,4,2,2,3,3,2,"yes","yes",4,3.6,3.75,2.4,0.924,"High human development index"
"695","Netherlands",32.5,"Female","No Kids","deg","part-time",10000,"Administrator",3,0,"Large-City","Single","0",0,3,2,2,2,2,3,1,5,2,3,2,3,3,3,3,1,3,4,2,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,2,2,3,3,2,"yes","yes",2.2,2.73333333333333,2.9,2.4,0.924,"High human development index"
"696","Netherlands",55,"Female","Yes Kids","ltuni","unemployed",15000," houswife",30,0,"Small Town","Married","1",1,4,3,2,2,5,1,1,5,2,3,1,2,1,2,2,1,3,4,1,3,3,1,2,4,4,5,3,3,4,2,3,2,2,2,2,4,2,4,3,3,3,3,4,4,3,"yes","yes",3.2,2.13333333333333,2.9,3.4,0.924,"High human development index"
"697","Netherlands",67.5,"Male","Yes Kids","deg","full-time",55000," teacher",28,0,"Village","Married","0",0,3,3,4,3,3,2,3,4,4,3,3,5,3,3,5,3,3,4,3,4,3,1,3,3,4,3,3,4,3,5,2,4,3,3,4,5,3,2,4,3,4,3,4,3,2,"yes","yes",3.2,3.46666666666667,3.25,3.2,0.924,"High human development index"
"698","Netherlands",37.5,"Male","Yes Kids","ma","full-time",55000," consultant",7,0,"Large-City","Married","1",1,3,4,3,2,2,3,4,5,4,4,4,4,5,2,4,5,3,4,2,4,4,4,4,5,4,3,4,1,2,4,2,5,4,4,5,2,2,3,4,5,4,4,4,5,2,"yes","yes",2.8,3.8,3.55,3.8,0.924,"High human development index"
"699","Netherlands",25,"Female","No Kids","ltuni","student",10000,"student fysiotherapy /home care / massage",2,0,"Large-City","Single","0",0,4,5,4,4,4,2,3,4,5,5,5,3,4,4,4,2,4,2,4,2,5,2,3,3,4,1,5,3,4,3,4,4,2,3,4,4,3,4,4,4,2,4,3,3,2,"yes","yes",4.2,3.53333333333333,3.45,2.8,0.924,"High human development index"
"700","Netherlands",21,"Female","No Kids","ltuni","student",10000,"please specify",0,0,"Medium-Sized","Single","0",0,2,3,2,1,1,1,2,5,5,3,5,3,3,3,3,1,3,1,4,3,4,1,1,1,3,2,3,1,5,5,5,5,1,2,4,4,3,1,4,1,5,5,5,5,5,"yes","yes",1.8,3,2.8,5,0.924,"High human development index"
"701","Netherlands",19,"Male","No Kids","high","student",10000,"0",2,0,"Large Town","Single","0",0,4,5,3,2,2,3,1,1,4,4,5,5,3,5,5,3,1,4,2,2,5,1,2,4,1,2,5,3,5,3,2,5,3,1,4,5,5,4,5,4,3,4,5,3,3,"yes","yes",3.2,3.2,3.45,3.6,0.924,"High human development index"
"702","Netherlands",45,"Male","No Kids","deg","full-time",45000,"IT systems administrator",10,0,"Large-City","Single","0",0,4,5,4,4,4,2,1,2,2,5,3,5,5,5,4,3,5,4,2,4,5,5,5,5,4,4,5,5,4,2,2,5,3,3,5,5,4,4,5,5,1,1,1,1,1,"yes","yes",4.2,3.46666666666667,4.25,1,0.924,"High human development index"
"703","Netherlands",28,"Female","No Kids","deg","student",10000,"",0,0,"Small Town","Single","0",0,5,5,5,5,5,1,1,3,2,4,3,3,4,4,4,5,3,3,1,3,4,3,3,2,3,3,5,5,1,3,4,4,1,2,5,3,3,5,3,3,3,3,4,4,2,"yes","no",5,2.93333333333333,3.25,3.2,0.924,"High human development index"
"704","Netherlands",32.5,"Male","No Kids","ma","part-time",35000,"Software Developer",10,0,"Medium-Sized","Single","0",0,4,4,5,4,4,1,1,4,3,4,5,3,4,4,5,3,3,4,1,3,4,4,4,1,3,3,4,5,4,4,4,4,1,4,4,4,2,5,4,4,2,4,2,2,2,"yes","yes",4.2,3.2,3.6,2.4,0.924,"High human development index"
"705","Netherlands",32.5,"Male","No Kids","ma","full-time",45000,"",1,0,"Large Town","Single","0",0,3,4,4,1,1,1,2,2,3,3,2,4,2,3,3,3,4,2,3,1,2,2,4,4,2,2,4,3,4,2,2,3,4,2,4,5,3,3,5,4,4,4,4,3,2,"yes","no",2.6,2.53333333333333,3.2,3.4,0.924,"High human development index"
"706","Netherlands",28,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Married","0",0,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,2,3,2,3,4,4,2,2,3,2,2,4,4,4,4,4,4,2,2,4,3,3,4,4,3,3,3,3,3,2,"yes","yes",4,3.26666666666667,3.2,2.8,0.924,"High human development index"
